1,2,3,4,5,6,Y
0.14176060463980444,0.26371518273451344,0.2718790888940322,0.4522258895271992,0.5937188001233733,0.7799099462069337,0.0
2.0788591324225907,1.9569045543278816,1.948740648168363,1.768393847535196,1.626900936939022,1.4407097908554616,0.0
3.4915369546134953,3.751936943434643,4.005685297113451,4.05091569156935,4.319800572628587,4.47039285676801,0.0
2.9987837323768485,2.738383743555701,2.484635389876893,2.4394049954209938,2.1705201143617567,2.019927830222334,0.0
0.6559185703865994,0.8673090681509437,0.9583443230450416,1.2206714976736976,1.3550997681176038,1.572206946618592,0.0
1.607845281928653,1.396454784164309,1.305419529270211,1.043092354641555,0.9086640841976487,0.6915569056966605,0.0
1.3423316780006247,1.4256253774503813,1.4892297162284347,1.5942820973220595,1.7346408817854717,2.0228445432332345,0.0
1.1423137976752926,1.059020098225536,0.9954157594474826,0.8903633783538577,0.7500045938904454,0.46180093244268283,0.0
0.17390172488355465,0.34195268805978984,0.47984460617139435,0.7779508604109584,1.0600526974498892,1.3520472671395036,0.0
0.724374065791357,0.5563231026151217,0.41843118450351724,0.12032493026395324,-0.16177690677497758,-0.4537714764645921,0.0
3.1402821882614957,3.349373120975525,3.4432090148287986,3.7147338890590174,3.847391914847168,4.032373388583953,0.0
2.6444329197396983,2.435341987025669,2.3415060931723954,2.0699812189421767,1.937323193154026,1.7523417194172404,0.0
2.9938106185314,3.250311059074332,3.5116273765262482,3.7070584239245017,3.7540395540560283,3.812082385099012,0.0
0.3541626862569788,0.09766224571404702,-0.1636540717378694,-0.35908511913612284,-0.40606624926764934,-0.46410908031063314,0.0
0.7910293734717795,1.0611632721455466,1.0927193382094136,1.2297250567862907,1.5273864777606834,1.5612630981688187,0.0
0.7912269256329956,0.5210930269592284,0.4895369608953616,0.35253124231848443,0.054869821344091685,0.020993200935956247,0.0
2.726695268650005,2.8004972352185504,2.8553799169922414,3.1329485408530653,3.2590305190147473,3.2865370126587004,0.0
1.4776930847599874,1.4038911181914422,1.3490084364177513,1.0714398125569273,0.9453578343952453,0.9178513407512924,0.0
1.4888768394562824,1.5200568841745965,1.5504885671379802,1.6477962880813846,1.840891703902306,2.070046786138349,0.0
0.19390966286455313,0.16272961814623899,0.1322979351828552,0.034990214239450854,-0.15810520158147062,-0.38726028381751365,0.0
0.745924913171592,0.7580957633085323,1.0023953832730965,1.26080542991372,1.3950516309772996,1.4165302871808167,0.0
1.9816300678960652,1.969459217759125,1.7251595977945609,1.4667495511539375,1.3325033500903578,1.3110246938868406,0.0
2.2013606644875576,2.2674533296043484,2.4006344546066574,2.6409649249720193,2.79055326929385,2.830025192397143,0.0
1.9227466380365033,1.8566539729197122,1.723472847917403,1.4831423775520414,1.3335540332302107,1.2940821101269175,0.0
3.3673993459154272,3.5640253684700505,3.5996556196058314,3.7771002165513963,3.8743645621575222,3.980303719862687,0.0
1.696380177823292,1.4997541552686688,1.4641239041328877,1.2866793071873226,1.1894149615811966,1.0834758038760317,0.0
0.17092758333743546,0.3493602699123136,0.5489972294496719,0.7484263187742131,0.9957379601303008,1.0873195249956336,0.0
1.765448730108016,1.5870160435331377,1.3873790839957794,1.1879499946712382,0.9406383533151504,0.8490567884498178,0.0
3.195177511531677,3.442902430283903,3.5983642224433385,3.6482689287281076,3.7057539584538834,4.005612663360855,0.0
2.515489166982581,2.2677642482303555,2.11230245607092,2.0623977497861508,2.004912720060375,1.705054015153403,0.0
